Company Name,Asset Type,Percentage Allocation,Fund Type
Avanti Feeds Ltd.,Equity,0.31%,Aggressive Hybrid Fund
7.17 GOI Jan  8 2028,Debt,0.30%,Aggressive Hybrid Fund
Cash Margin,Debt,0.30%,Aggressive Hybrid Fund
7.42 Power Finance Corporation Ltd. Nov 19 2024,Debt,0.15%,Aggressive Hybrid Fund
Cash Margin,Debt,0.02%,Aggressive Hybrid Fund
Cash,Others,0.00%,Aggressive Hybrid Fund
Net Receivables/(Payable),Others,-0.08%,Aggressive Hybrid Fund
Union Bank Of India,Equity,4.51%,Aggressive Hybrid Fund
Jindal Stainless Ltd.,Equity,3.92%,Aggressive Hybrid Fund
Power Finance Corporation Ltd.,Equity,3.65%,Aggressive Hybrid Fund
UNO Minda Ltd.,Equity,2.99%,Aggressive Hybrid Fund
REC Ltd.,Equity,2.92%,Aggressive Hybrid Fund
7.5 Power Grid Corporation Of India Ltd. Aug 24 2033,Debt,2.50%,Aggressive Hybrid Fund
Triparty Repo,Others,2.49%,Aggressive Hybrid Fund
Astral Ltd. (Erstwhile Astral Poly Technik Ltd.),Equity,2.30%,Aggressive Hybrid Fund
7.26 GOI Feb  6 2033,Debt,2.19%,Aggressive Hybrid Fund
Export Import Bank Of India (364D),Others,2.15%,Aggressive Hybrid Fund
Kotak Mahindra Bank Ltd.,Others,2.14%,Aggressive Hybrid Fund
7.18 GOI Aug 14 2033,Debt,1.95%,Aggressive Hybrid Fund
Indian Bank,Equity,1.94%,Aggressive Hybrid Fund
JB Chemicals & Pharmaceuticals Ltd.,Equity,1.80%,Aggressive Hybrid Fund
Ajanta Pharma Ltd.,Equity,1.74%,Aggressive Hybrid Fund
Repo,Others,1.70%,Aggressive Hybrid Fund
Rategain Travel Technologies Ltd.,Equity,1.68%,Aggressive Hybrid Fund
Export Import Bank Of India,Others,1.65%,Aggressive Hybrid Fund
Abbott India Ltd.,Equity,1.53%,Aggressive Hybrid Fund
BSE Ltd.,Equity,1.53%,Aggressive Hybrid Fund
CreditAccess Grameen Ltd.,Equity,1.52%,Aggressive Hybrid Fund
Treasury Bill (364D),Others,1.49%,Aggressive Hybrid Fund
Small Industries Development Bank Of India,Others,1.45%,Aggressive Hybrid Fund
Oil India Ltd.,Equity,1.43%,Aggressive Hybrid Fund
Central Depository Services (India) Ltd.,Equity,1.42%,Aggressive Hybrid Fund
Procter & Gamble Hygiene & Healthcare Ltd.,Equity,1.31%,Aggressive Hybrid Fund
Eris Lifesciences Ltd.,Equity,1.30%,Aggressive Hybrid Fund
J. K. Cement Ltd.,Equity,1.27%,Aggressive Hybrid Fund
Axis Bank Ltd.,Others,1.25%,Aggressive Hybrid Fund
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,1.22%,Aggressive Hybrid Fund
Cyient Ltd.,Equity,1.19%,Aggressive Hybrid Fund
Coromandel International Ltd. (Coromandel Fertilisers Ltd.),Equity,1.17%,Aggressive Hybrid Fund
7.5 National Bank For Agriculture & Rural Development (Nabard) Aug 31 2026,Debt,1.16%,Aggressive Hybrid Fund
APL Apollo Tubes Ltd.,Equity,1.16%,Aggressive Hybrid Fund
State Bank Of India,Others,1.14%,Aggressive Hybrid Fund
Jamna Auto Industries Ltd.,Equity,1.12%,Aggressive Hybrid Fund
The Indian Hotels Company Ltd.,Equity,1.11%,Aggressive Hybrid Fund
Triveni Engineering & Industries Ltd.,Equity,1.10%,Aggressive Hybrid Fund
Cera Sanitaryware Ltd.,Equity,1.05%,Aggressive Hybrid Fund
Senco Gold Ltd.,Equity,1.03%,Aggressive Hybrid Fund
R R Kabel Ltd.,Equity,1.01%,Aggressive Hybrid Fund
Indraprastha Gas Ltd.,Equity,1.01%,Aggressive Hybrid Fund
Ethos Ltd.,Equity,0.91%,Aggressive Hybrid Fund
Balrampur Chini Mills Ltd.,Equity,0.88%,Aggressive Hybrid Fund
Glaxo Smithkline Pharmaceuticals Ltd.,Equity,0.86%,Aggressive Hybrid Fund
Century Textiles & Industries Ltd.,Equity,0.84%,Aggressive Hybrid Fund
Radico Khaitan Ltd.,Equity,0.83%,Aggressive Hybrid Fund
HEG Ltd.,Equity,0.83%,Aggressive Hybrid Fund
Union Bank Of India,Others,0.83%,Aggressive Hybrid Fund
HDFC Bank Ltd. (364D),Others,0.82%,Aggressive Hybrid Fund
Net Receivables/(Payable),Others,0.82%,Aggressive Hybrid Fund
Utkarsh Small Finance Bank Ltd.,Equity,0.79%,Aggressive Hybrid Fund
Swan Energy Ltd.,Equity,0.77%,Aggressive Hybrid Fund
Steel Authority Of India Ltd.,Equity,0.76%,Aggressive Hybrid Fund
Deepak Nitrite Ltd.,Equity,0.75%,Aggressive Hybrid Fund
AIA Engineering Ltd.,Equity,0.74%,Aggressive Hybrid Fund
Ganesha Ecosphere Ltd.,Equity,0.72%,Aggressive Hybrid Fund
Coforge Ltd.,Equity,0.68%,Aggressive Hybrid Fund
Navin Fluorine International Ltd.,Equity,0.68%,Aggressive Hybrid Fund
8.79 LIC Housing Finance Ltd. Mar  5 2024,Debt,0.67%,Aggressive Hybrid Fund
Torrent Power Ltd.,Equity,0.66%,Aggressive Hybrid Fund
KPIT Technologies Ltd.,Equity,0.66%,Aggressive Hybrid Fund
Bharat Heavy Electricals Ltd.,Equity,0.66%,Aggressive Hybrid Fund
Ashok Leyland Ltd.,Equity,0.64%,Aggressive Hybrid Fund
Tejas Networks Ltd.,Equity,0.63%,Aggressive Hybrid Fund
Apollo Pipes Ltd.,Equity,0.60%,Aggressive Hybrid Fund
8.02 Bharat Petroleum Corporation Ltd. Mar 11 2024,Debt,0.59%,Aggressive Hybrid Fund
Dixon Technologies (India) Ltd.,Equity,0.55%,Aggressive Hybrid Fund
Poly Medicure Ltd.,Equity,0.55%,Aggressive Hybrid Fund
Timken India Ltd.,Equity,0.54%,Aggressive Hybrid Fund
Cyient DLM Ltd.,Equity,0.50%,Aggressive Hybrid Fund
Treasury Bill (182D),Others,0.49%,Aggressive Hybrid Fund
Sumitomo Chemical India Ltd.,Equity,0.48%,Aggressive Hybrid Fund
Bayer Cropscience Ltd.,Equity,0.47%,Aggressive Hybrid Fund
Angel One Ltd. (Erstwhile Angel Broking Ltd.),Equity,0.46%,Aggressive Hybrid Fund
VST Tillers Tractors Ltd.,Equity,0.44%,Aggressive Hybrid Fund
9.25 Reliance Industries Ltd. Jun 17 2024,Debt,0.34%,Aggressive Hybrid Fund
8.11 REC Ltd. Oct  7 2025,Debt,0.34%,Aggressive Hybrid Fund
7.49 Power Grid Corporation Of India Ltd. Oct 25 2024,Debt,0.33%,Aggressive Hybrid Fund
Fusion Micro Finance Ltd.,Equity,0.33%,Aggressive Hybrid Fund
Kamdhenu Ltd.,Equity,0.31%,Aggressive Hybrid Fund
Endurance Technologies Ltd.,Equity,0.29%,Aggressive Hybrid Fund
Graphite India Ltd.,Equity,0.29%,Aggressive Hybrid Fund
CMS Info Systems Ltd.,Equity,0.26%,Aggressive Hybrid Fund
Mahindra Lifespace Developers Ltd.,Equity,0.22%,Aggressive Hybrid Fund
HDFC Bank Ltd.,Equity,7.27%,Aggressive Hybrid Fund
Reliance Industries Ltd.,Equity,5.88%,Aggressive Hybrid Fund
Larsen & Toubro Ltd.,Equity,5.58%,Aggressive Hybrid Fund
ICICI Bank Ltd.,Equity,5.52%,Aggressive Hybrid Fund
Triparty Repo,Others,5.48%,Aggressive Hybrid Fund
Tata Consultancy Services Ltd.,Equity,4.03%,Aggressive Hybrid Fund
ITC Ltd.,Equity,3.66%,Aggressive Hybrid Fund
Tata Motors Ltd.,Equity,2.70%,Aggressive Hybrid Fund
Infosys Ltd.,Equity,2.44%,Aggressive Hybrid Fund
HCL Technologies Ltd.,Equity,1.88%,Aggressive Hybrid Fund
Trent Ltd.,Equity,1.81%,Aggressive Hybrid Fund
Bosch Ltd.,Equity,1.76%,Aggressive Hybrid Fund
6.75 Piramal Capital & Housing Finance Ltd. (Erstwhile Dewan Housing Finance Corporation Ltd.) Sep 26 2031,Debt,1.60%,Aggressive Hybrid Fund
6.73 Tamil Nadu SDL May 13 2030,Debt,1.58%,Aggressive Hybrid Fund
BSE Ltd.,Equity,1.54%,Aggressive Hybrid Fund
Bharti Airtel Ltd.,Equity,1.43%,Aggressive Hybrid Fund
8.5 JM Financial Products Ltd. May 16 2025,Debt,1.42%,Aggressive Hybrid Fund
Five-Star Business Finance Ltd.,Equity,1.38%,Aggressive Hybrid Fund
Oil India Ltd.,Equity,1.36%,Aggressive Hybrid Fund
Escorts Kubota Ltd.,Equity,1.33%,Aggressive Hybrid Fund
Bharat Electronics Ltd.,Equity,1.31%,Aggressive Hybrid Fund
Bajaj Finance Ltd.,Equity,1.30%,Aggressive Hybrid Fund
Sun Pharmaceuticals Ind Ltd.,Equity,1.25%,Aggressive Hybrid Fund
The Jammu & Kashmir Bank Ltd.,Equity,1.22%,Aggressive Hybrid Fund
The Indian Hotels Company Ltd.,Equity,1.21%,Aggressive Hybrid Fund
Exide Industries Ltd.,Equity,1.13%,Aggressive Hybrid Fund
Zydus Lifesciences Ltd.,Equity,1.12%,Aggressive Hybrid Fund
7.83 Indian Railway Finance Corporation Ltd. Mar 19 2027,Debt,1.10%,Aggressive Hybrid Fund
7.83 Small Industries Development Bank Of India Nov 24 2028,Debt,1.10%,Aggressive Hybrid Fund
7.68 Indian Railway Finance Corporation Ltd. Nov 24 2026,Debt,1.10%,Aggressive Hybrid Fund
7.77 REC Ltd. Sep 30 2026,Debt,1.10%,Aggressive Hybrid Fund
7.81 Sundaram Home Finance Ltd. (Erstwhile Sundaram Bnp Paribas Home Finance Ltd.) Aug 25 2026,Debt,1.09%,Aggressive Hybrid Fund
6.99 Maharashtra SDL  Feb  9 2029,Debt,1.08%,Aggressive Hybrid Fund
5.74 GOI Nov 15 2026,Debt,1.06%,Aggressive Hybrid Fund
Motilal Oswal Financial Services Ltd. (365D),Others,1.04%,Aggressive Hybrid Fund
SBI Life Insurance Company Ltd.,Equity,0.99%,Aggressive Hybrid Fund
Kotak Mahindra Bank Ltd.,Equity,0.94%,Aggressive Hybrid Fund
Astral Ltd. (Erstwhile Astral Poly Technik Ltd.),Equity,0.94%,Aggressive Hybrid Fund
Tega Industries Ltd.,Equity,0.91%,Aggressive Hybrid Fund
Honeywell Automation India Ltd.,Equity,0.91%,Aggressive Hybrid Fund
Hitachi Energy India Ltd.,Equity,0.89%,Aggressive Hybrid Fund
8.02 Mindspace Business Parks Reit Apr 13 2026,Debt,0.88%,Aggressive Hybrid Fund
Zomato Ltd.,Equity,0.86%,Aggressive Hybrid Fund
Birla Corporation Ltd.,Equity,0.85%,Aggressive Hybrid Fund
Grasim Industries Ltd.,Equity,0.84%,Aggressive Hybrid Fund
Jtekt India Ltd.,Equity,0.83%,Aggressive Hybrid Fund
Hero Motocorp Ltd.,Equity,0.82%,Aggressive Hybrid Fund
9.95 Indostar Capital Finance Ltd. Mar 21 2025,Debt,0.76%,Aggressive Hybrid Fund
8.43 Muthoot Finance Ltd. Jul 31 2026,Debt,0.76%,Aggressive Hybrid Fund
7.18 Maharashtra SDL  Jun 28 2029,Debt,0.76%,Aggressive Hybrid Fund
6.5 Tata Capital Housing Finance Ltd. Jun 15 2026,Debt,0.74%,Aggressive Hybrid Fund
6.4 Jamnagar Utilities & Power Pvt. Ltd. Sep 29 2026,Debt,0.74%,Aggressive Hybrid Fund
Mphasis Ltd.,Equity,0.68%,Aggressive Hybrid Fund
5.22 GOI Jun 15 2025,Debt,0.65%,Aggressive Hybrid Fund
GAIL (India) Ltd.,Equity,0.64%,Aggressive Hybrid Fund
Jio Financial Services Ltd.,Equity,0.62%,Aggressive Hybrid Fund
8.37 National Highways Authority Of India Jan 20 2029,Debt,0.57%,Aggressive Hybrid Fund
Cholamandalam Investment & Finance Company Ltd.,Equity,0.56%,Aggressive Hybrid Fund
Intelligent Supply Chain Infrastructure Trust,Others,0.55%,Aggressive Hybrid Fund
7.79 Small Industries Development Bank Of India May 14 2027,Debt,0.55%,Aggressive Hybrid Fund
7.9 Jamnagar Utilities & Power Pvt. Ltd. Aug 10 2028,Debt,0.55%,Aggressive Hybrid Fund
8.5 Muthoot Finance Ltd. Jan 29 2026,Debt,0.55%,Aggressive Hybrid Fund
8.3 Muthoot Finance Ltd. Jan  6 2026,Debt,0.54%,Aggressive Hybrid Fund
6.49 Gujarat SDL Dec  2 2029,Debt,0.52%,Aggressive Hybrid Fund
Brookfield REIT,Others,0.51%,Aggressive Hybrid Fund
Hindustan Petroleum Corporation Ltd.,Equity,0.48%,Aggressive Hybrid Fund
Indusind Bank Ltd.,Equity,0.40%,Aggressive Hybrid Fund
6.11 Bharat Petroleum Corporation Ltd. Jul  4 2025,Debt,0.38%,Aggressive Hybrid Fund
Treasury Bill (364D),Others,0.33%,Aggressive Hybrid Fund
Embassy Office Parks Reit,Others,0.32%,Aggressive Hybrid Fund
6.63 REC Ltd. Jan 28 2031,Debt,0.31%,Aggressive Hybrid Fund
HDFC Bank Ltd.,Equity,0.28%,Aggressive Hybrid Fund
8.45 ICICI Bank Ltd. Mar 31 2025,Debt,0.28%,Aggressive Hybrid Fund
6.24 State Bank Of India Sep 20 2030,Debt,0.21%,Aggressive Hybrid Fund
6.91 Maharashtra SDL  Sep 15 2033,Debt,0.21%,Aggressive Hybrid Fund
Inox India Ltd.,Equity,0.11%,Aggressive Hybrid Fund
Tata Technologies Ltd.,Equity,0.11%,Aggressive Hybrid Fund
Net Receivables/(Payable),Others,-1.05%,Aggressive Hybrid Fund
Derivative,Others,-1.15%,Aggressive Hybrid Fund
Triparty Repo,Others,7.67%,Aggressive Hybrid Fund
HDFC Bank Ltd.,Equity,6.96%,Aggressive Hybrid Fund
Reliance Industries Ltd.,Equity,4.07%,Aggressive Hybrid Fund
Infosys Ltd.,Equity,4.03%,Aggressive Hybrid Fund
ICICI Bank Ltd.,Equity,3.90%,Aggressive Hybrid Fund
Larsen & Toubro Ltd.,Equity,2.68%,Aggressive Hybrid Fund
National Thermal Power Corporation Ltd.,Equity,2.29%,Aggressive Hybrid Fund
7.18 GOI Jul 24 2037,Debt,2.04%,Aggressive Hybrid Fund
Axis Bank Ltd.,Equity,1.81%,Aggressive Hybrid Fund
State Bank Of India,Equity,1.77%,Aggressive Hybrid Fund
ITC Ltd.,Equity,1.77%,Aggressive Hybrid Fund
Bharti Airtel Ltd.,Equity,1.60%,Aggressive Hybrid Fund
Indusind Bank Ltd.,Equity,1.48%,Aggressive Hybrid Fund
HCL Technologies Ltd.,Equity,1.48%,Aggressive Hybrid Fund
Power Finance Corporation Ltd.,Equity,1.44%,Aggressive Hybrid Fund
Bajaj Finance Ltd.,Equity,1.44%,Aggressive Hybrid Fund
Tata Motors Ltd.,Equity,1.31%,Aggressive Hybrid Fund
7.17 GOI Apr 17 2030,Debt,1.29%,Aggressive Hybrid Fund
J. K. Cement Ltd.,Equity,1.27%,Aggressive Hybrid Fund
KEI Industries Ltd.,Equity,1.24%,Aggressive Hybrid Fund
Interglobe Aviation Ltd.,Equity,1.23%,Aggressive Hybrid Fund
Oberoi Realty Ltd.,Equity,1.19%,Aggressive Hybrid Fund
ABB India Ltd.,Equity,1.19%,Aggressive Hybrid Fund
UNO Minda Ltd.,Equity,1.15%,Aggressive Hybrid Fund
Max Healthcare Institute Ltd.,Equity,1.15%,Aggressive Hybrid Fund
TVS Motor Company Ltd.,Equity,1.15%,Aggressive Hybrid Fund
Samvardhana Motherson International Ltd. (Erstwhile Motherson Sumi Systems Ltd.),Equity,1.11%,Aggressive Hybrid Fund
Bank Of Baroda,Equity,1.06%,Aggressive Hybrid Fund
7.18 GOI Aug 14 2033,Debt,1.03%,Aggressive Hybrid Fund
Cipla Ltd.,Equity,1.00%,Aggressive Hybrid Fund
Max Financial Services Ltd.,Equity,0.96%,Aggressive Hybrid Fund
Titan Company Ltd.,Equity,0.91%,Aggressive Hybrid Fund
ICICI Lombard General Insurance Company Ltd.,Equity,0.91%,Aggressive Hybrid Fund
Bharat Electronics Ltd.,Equity,0.88%,Aggressive Hybrid Fund
PVR INOX Ltd.,Equity,0.86%,Aggressive Hybrid Fund
Jyothy Labs Ltd.,Equity,0.85%,Aggressive Hybrid Fund
Avenue Supermarts Ltd.,Equity,0.82%,Aggressive Hybrid Fund
Piramal Pharma Ltd.,Equity,0.80%,Aggressive Hybrid Fund
Voltas Ltd.,Equity,0.79%,Aggressive Hybrid Fund
7.06 GOI Apr 10 2028,Debt,0.77%,Aggressive Hybrid Fund
The Indian Hotels Company Ltd.,Equity,0.77%,Aggressive Hybrid Fund
SBI Life Insurance Company Ltd.,Equity,0.76%,Aggressive Hybrid Fund
United Spirits Ltd.,Equity,0.75%,Aggressive Hybrid Fund
Cholamandalam Financial Holdings Ltd.,Equity,0.74%,Aggressive Hybrid Fund
Bharat Dynamics Ltd.,Equity,0.71%,Aggressive Hybrid Fund
Dabur India Ltd.,Equity,0.69%,Aggressive Hybrid Fund
7.38 GOI Jun 20 2027,Debt,0.68%,Aggressive Hybrid Fund
Godrej Consumer Products Ltd.,Equity,0.67%,Aggressive Hybrid Fund
Tech Mahindra Ltd.,Equity,0.66%,Aggressive Hybrid Fund
CreditAccess Grameen Ltd.,Equity,0.65%,Aggressive Hybrid Fund
Sona Blw Precision Forgings Ltd.,Equity,0.65%,Aggressive Hybrid Fund
Deepak Nitrite Ltd.,Equity,0.64%,Aggressive Hybrid Fund
CG Power & Industrial Solutions Ltd.,Equity,0.63%,Aggressive Hybrid Fund
BSE Ltd.,Equity,0.63%,Aggressive Hybrid Fund
Vinati Organics Ltd.,Equity,0.61%,Aggressive Hybrid Fund
REC Ltd.,Equity,0.60%,Aggressive Hybrid Fund
7.27 GOI Apr  8 2026,Debt,0.57%,Aggressive Hybrid Fund
Navin Fluorine International Ltd.,Equity,0.56%,Aggressive Hybrid Fund
4.45 GOI Oct 30 2034,Debt,0.56%,Aggressive Hybrid Fund
KEC International Ltd.,Equity,0.56%,Aggressive Hybrid Fund
Coforge Ltd.,Equity,0.55%,Aggressive Hybrid Fund
Maruti Suzuki India Ltd.,Equity,0.53%,Aggressive Hybrid Fund
7.79 Small Industries Development Bank Of India May 14 2027,Debt,0.52%,Aggressive Hybrid Fund
7.99 HDFC Bank Ltd. Jul 11 2024,Debt,0.52%,Aggressive Hybrid Fund
5.65 Bajaj Finance Ltd. May 10 2024,Debt,0.51%,Aggressive Hybrid Fund
6 HDB Financial Services Ltd. Jun 19 2025,Debt,0.50%,Aggressive Hybrid Fund
HDFC Bank Ltd. (364D),Others,0.50%,Aggressive Hybrid Fund
PI Industries Ltd.,Equity,0.47%,Aggressive Hybrid Fund
7.32 GOI Nov 13 2030,Debt,0.42%,Aggressive Hybrid Fund
7.95 LIC Housing Finance Ltd. Jan 29 2028,Debt,0.41%,Aggressive Hybrid Fund
7.69 National Bank For Agriculture & Rural Development (Nabard) May 29 2024,Debt,0.41%,Aggressive Hybrid Fund
Bharat Forge Ltd.,Equity,0.38%,Aggressive Hybrid Fund
5.7 National Bank For Agriculture & Rural Development (Nabard) Jul 31 2025,Debt,0.35%,Aggressive Hybrid Fund
Tata Steel Ltd.,Equity,0.35%,Aggressive Hybrid Fund
7.33 GOI Sep 22 2033,Debt,0.31%,Aggressive Hybrid Fund
Jio Financial Services Ltd.,Equity,0.30%,Aggressive Hybrid Fund
Hindalco Industries Ltd.,Equity,0.29%,Aggressive Hybrid Fund
8.45 Indian Railway Finance Corporation Ltd. Dec  4 2028,Debt,0.27%,Aggressive Hybrid Fund
7.95 HDFC Bank Ltd. Sep 21 2026,Debt,0.26%,Aggressive Hybrid Fund
Axis Bank Ltd.,Others,0.26%,Aggressive Hybrid Fund
8 Bajaj Finance Ltd. Feb 27 2026,Debt,0.26%,Aggressive Hybrid Fund
7.59 Power Finance Corporation Ltd. Nov  3 2025,Debt,0.26%,Aggressive Hybrid Fund
7.9 Bajaj Finance Ltd. Nov 17 2025,Debt,0.26%,Aggressive Hybrid Fund
7.59 Small Industries Development Bank Of India Feb 10 2026,Debt,0.26%,Aggressive Hybrid Fund
7.62 National Bank For Agriculture & Rural Development (Nabard) Jan 31 2028,Debt,0.26%,Aggressive Hybrid Fund
7.57 National Bank For Agriculture & Rural Development (Nabard) Mar 19 2026,Debt,0.26%,Aggressive Hybrid Fund
7.61 LIC Housing Finance Ltd. Jul 30 2025,Debt,0.26%,Aggressive Hybrid Fund
7.47 Small Industries Development Bank Of India Nov 25 2025,Debt,0.26%,Aggressive Hybrid Fund
7.96 HDB Financial Services Ltd. Nov 17 2025,Debt,0.26%,Aggressive Hybrid Fund
7.5 HDFC Bank Ltd. Jan  8 2025,Debt,0.26%,Aggressive Hybrid Fund
5.95 Bajaj Finance Ltd. Apr 12 2024,Debt,0.26%,Aggressive Hybrid Fund
7.7 HDB Financial Services Ltd. Aug 11 2025,Debt,0.26%,Aggressive Hybrid Fund
7.44 Small Industries Development Bank Of India Sep  4 2026,Debt,0.26%,Aggressive Hybrid Fund
7.49 HDB Financial Services Ltd. Jan 24 2025,Debt,0.26%,Aggressive Hybrid Fund
7.13 Power Finance Corporation Ltd. Aug  8 2025,Debt,0.26%,Aggressive Hybrid Fund
5.75 HDB Financial Services Ltd. May 28 2024,Debt,0.26%,Aggressive Hybrid Fund
7.11 Small Industries Development Bank Of India Feb 27 2026,Debt,0.25%,Aggressive Hybrid Fund
Axis Bank Ltd.,Others,0.25%,Aggressive Hybrid Fund
7.39 Tamil Nadu SDL May 10 2033,Debt,0.25%,Aggressive Hybrid Fund
HDFC Bank Ltd. (363D),Others,0.25%,Aggressive Hybrid Fund
5.7 HDB Financial Services Ltd. Oct 25 2024,Debt,0.25%,Aggressive Hybrid Fund
6.3 HDB Financial Services Ltd. Mar 17 2025,Debt,0.25%,Aggressive Hybrid Fund
7.36 GOI Sep 12 2052,Debt,0.21%,Aggressive Hybrid Fund
6.84 Gujarat SDL Sep  8 2031,Debt,0.20%,Aggressive Hybrid Fund
7.89 Maharashtra SDL  Jun  8 2032,Debt,0.16%,Aggressive Hybrid Fund
7.73 Uttar Pradesh SDL Mar 15 2033,Debt,0.16%,Aggressive Hybrid Fund
7.25 GOI Jun 12 2063,Debt,0.14%,Aggressive Hybrid Fund
Mankind Pharma Ltd.,Equity,0.13%,Aggressive Hybrid Fund
8.33 LIC Housing Finance Ltd. May 31 2024,Debt,0.10%,Aggressive Hybrid Fund
7.79 LIC Housing Finance Ltd. Oct 18 2024,Debt,0.10%,Aggressive Hybrid Fund
Treasury Bill (364D),Others,0.10%,Aggressive Hybrid Fund
5.23 National Bank For Agriculture & Rural Development (Nabard) Jan 31 2025,Debt,0.10%,Aggressive Hybrid Fund
8.24 GOI Feb 15 2027,Debt,0.05%,Aggressive Hybrid Fund
8.15 GOI Nov 24 2026,Debt,0.05%,Aggressive Hybrid Fund
7.85 Power Finance Corporation Ltd. Apr  3 2028,Debt,0.05%,Aggressive Hybrid Fund
7.4 GOI Sep 19 2062,Debt,0.05%,Aggressive Hybrid Fund
8.13 Power Grid Corporation Of India Ltd. Apr 25 2024,Debt,0.05%,Aggressive Hybrid Fund
7.75 LIC Housing Finance Ltd. Jul 23 2024,Debt,0.05%,Aggressive Hybrid Fund
5.72 LIC Housing Finance Ltd. Feb 22 2024,Debt,0.05%,Aggressive Hybrid Fund
6.95 GOI Dec 16 2061,Debt,0.05%,Aggressive Hybrid Fund
Net Receivables/(Payable),Others,0.02%,Aggressive Hybrid Fund
8.22 National Bank For Agriculture & Rural Development (Nabard) Dec 13 2028,Debt,0.01%,Aggressive Hybrid Fund
Bajaj Finance Ltd.,Equity,5.71%,Aggressive Hybrid Fund
HDFC Bank Ltd.,Equity,4.41%,Aggressive Hybrid Fund
ICICI Bank Ltd.,Equity,3.76%,Aggressive Hybrid Fund
7.59 GOI Jan 11 2026,Debt,3.25%,Aggressive Hybrid Fund
7.18 GOI Aug 14 2033,Debt,2.88%,Aggressive Hybrid Fund
Bharat Electronics Ltd.,Equity,2.78%,Aggressive Hybrid Fund
Apar Industries Ltd.,Equity,2.76%,Aggressive Hybrid Fund
Avenue Supermarts Ltd.,Equity,2.73%,Aggressive Hybrid Fund
Power Finance Corporation Ltd.,Equity,2.55%,Aggressive Hybrid Fund
Axis Bank Ltd.,Equity,2.55%,Aggressive Hybrid Fund
Samvardhana Motherson International Ltd. (Erstwhile Motherson Sumi Systems Ltd.),Equity,2.49%,Aggressive Hybrid Fund
Infosys Ltd.,Equity,2.33%,Aggressive Hybrid Fund
7.38 GOI Jun 20 2027,Debt,2.10%,Aggressive Hybrid Fund
Gujarat Fluorochemicals Ltd.,Equity,1.91%,Aggressive Hybrid Fund
Alkem Laboratories Ltd.,Equity,1.82%,Aggressive Hybrid Fund
Hindustan Unilever Ltd.,Equity,1.72%,Aggressive Hybrid Fund
REC Ltd.,Equity,1.67%,Aggressive Hybrid Fund
Triparty Repo,Others,1.62%,Aggressive Hybrid Fund
Century Plyboards Ltd.,Equity,1.60%,Aggressive Hybrid Fund
Emami Ltd.,Equity,1.51%,Aggressive Hybrid Fund
HCL Technologies Ltd.,Equity,1.49%,Aggressive Hybrid Fund
Polycab India Ltd.,Equity,1.49%,Aggressive Hybrid Fund
APL Apollo Tubes Ltd.,Equity,1.32%,Aggressive Hybrid Fund
Radico Khaitan Ltd.,Equity,1.30%,Aggressive Hybrid Fund
KEC International Ltd.,Equity,1.17%,Aggressive Hybrid Fund
Rainbow Childrens Medicare Ltd.,Equity,1.13%,Aggressive Hybrid Fund
Tata Consultancy Services Ltd.,Equity,1.11%,Aggressive Hybrid Fund
Engineers India Ltd.,Equity,1.04%,Aggressive Hybrid Fund
CG Power & Industrial Solutions Ltd.,Equity,1.03%,Aggressive Hybrid Fund
Ganesha Ecosphere Ltd.,Equity,1.03%,Aggressive Hybrid Fund
Canfin Homes Ltd.,Equity,1.02%,Aggressive Hybrid Fund
Coforge Ltd.,Equity,1.01%,Aggressive Hybrid Fund
SBI Cards & Payment Services Pvt. Ltd.,Equity,1.01%,Aggressive Hybrid Fund
AIA Engineering Ltd.,Equity,1.01%,Aggressive Hybrid Fund
UNO Minda Ltd.,Equity,0.98%,Aggressive Hybrid Fund
JK Lakshmi Cement Ltd.,Equity,0.97%,Aggressive Hybrid Fund
Au Small Finance Bank Ltd.,Equity,0.91%,Aggressive Hybrid Fund
Schaeffler India Ltd.,Equity,0.90%,Aggressive Hybrid Fund
Prudent Corporate Advisory Services Ltd.,Equity,0.86%,Aggressive Hybrid Fund
Asian Paints Ltd.,Equity,0.82%,Aggressive Hybrid Fund
Tata Motors Ltd.,Equity,0.81%,Aggressive Hybrid Fund
7.47 Small Industries Development Bank Of India Nov 25 2025,Debt,0.80%,Aggressive Hybrid Fund
HDFC Bank Ltd.,Others,0.79%,Aggressive Hybrid Fund
1.5 Housing Development Finance Corporation Ltd. (HDFC Ltd.) Mar 27 2027,Debt,0.77%,Aggressive Hybrid Fund
Bharat Forge Ltd.,Equity,0.76%,Aggressive Hybrid Fund
ICICI Lombard General Insurance Company Ltd.,Equity,0.75%,Aggressive Hybrid Fund
PI Industries Ltd.,Equity,0.74%,Aggressive Hybrid Fund
Bajaj Finserv Ltd.,Equity,0.73%,Aggressive Hybrid Fund
IPCA Laboratories Ltd.,Equity,0.68%,Aggressive Hybrid Fund
Havells India Ltd.,Equity,0.65%,Aggressive Hybrid Fund
Ltimindtree Ltd.,Equity,0.65%,Aggressive Hybrid Fund
IIFL Finance Ltd. (Erstwhile India Infoline Finance Limited),Equity,0.61%,Aggressive Hybrid Fund
7.62 National Bank For Agriculture & Rural Development (Nabard) Jan 31 2028,Debt,0.60%,Aggressive Hybrid Fund
7.77 REC Ltd. Mar 31 2028,Debt,0.60%,Aggressive Hybrid Fund
