Company Name,Asset Type,Percentage Allocation,Portfolio Date,Scheme Name,Fund Type
ICICI Bank Ltd.,Equity,5.48%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
HDFC Bank Ltd.,Equity,5.34%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Bajaj Finance Ltd.,Equity,4.47%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Avenue Supermarts Ltd.,Equity,3.86%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
CBLO(CCIL),Others,3.71%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Tata Consultancy Services Ltd.,Equity,3.67%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Infosys Ltd.,Equity,3.04%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
7.18 GOI Aug 14 2033,Debt,2.72%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Reliance Industries Ltd.,Equity,2.44%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
PI Industries Ltd.,Equity,2.26%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Larsen & Toubro Ltd.,Equity,2.26%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
7.26 GOI Feb  6 2033,Debt,2.13%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
State Bank Of India,Equity,1.88%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Bajaj Finserv Ltd.,Equity,1.73%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Bharti Airtel Ltd.,Equity,1.72%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
HDB Financial Services Ltd.,Debt,1.62%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
9 Bharti Telecom Ltd. Dec  4 2028,Debt,1.53%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
8.6 Muthoot Finance Ltd. Aug 25 2025,Debt,1.51%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
7.85 Bajaj Housing Finance Ltd. Sep  1 2028,Debt,1.51%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
7.58 National Bank For Agriculture & Rural Development (Nabard) Jul 31 2026,Debt,1.51%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Sansera Engineering Ltd.,Equity,1.46%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Kotak Mahindra Bank Ltd.,Equity,1.38%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Fsn ECommerce Ventures Ltd.,Equity,1.36%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Sun Pharmaceuticals Ind Ltd.,Equity,1.30%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Godrej Consumer Products Ltd.,Equity,1.25%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Shree Cement Ltd.,Equity,1.24%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
National Thermal Power Corporation Ltd.,Equity,1.23%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Divi Laboratories Ltd.,Equity,1.21%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
GOI,Debt,1.16%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Mankind Pharma Ltd.,Equity,1.12%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Fine Organic Industries Ltd.,Equity,1.12%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Cholamandalam Investment & Finance Company Ltd.,Equity,1.11%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Nestle India Ltd.,Equity,1.07%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Alkem Laboratories Ltd.,Equity,1.04%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
UNO Minda Ltd.,Equity,1.02%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Tata Motors Ltd.,Equity,1.01%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Brigade Enterprises Ltd.,Equity,1.01%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Mphasis Ltd.,Equity,1.00%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Sumitomo Chemical India Ltd.,Equity,0.96%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Motherson Sumi Wiring India Ltd.,Equity,0.95%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Mahindra & Mahindra Ltd.,Equity,0.95%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Vedant Fashions Pvt. Ltd.,Equity,0.93%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Clean Science & Technology Ltd.,Equity,0.92%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
R R Kabel Ltd.,Equity,0.92%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Tata Steel Ltd.,Equity,0.91%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
7.64 Power Finance Corporation Ltd. Feb 22 2033,Debt,0.91%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
7.86 HDFC Bank Ltd. Dec  2 2032,Debt,0.91%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
8.5 Aadhar Housing Finance Ltd. May 26 2026,Debt,0.90%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Samvardhana Motherson International Ltd. (Erstwhile Motherson Sumi Systems Ltd.),Equity,0.87%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
6.83 HDFC Bank Ltd. Jan  8 2031,Debt,0.86%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Coal India Ltd.,Equity,0.84%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
State Bank Of India,Equity,0.82%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Hindustan Unilever Ltd.,Equity,0.81%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Deepak Fertilizers & Petrochemicals Corporation Ltd.,Equity,0.81%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
JB Chemicals & Pharmaceuticals Ltd.,Equity,0.79%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Canfin Homes Ltd.,Equity,0.78%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Apollo Hospitals Enterprise Ltd.,Equity,0.76%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Jio Financial Services Ltd.,Equity,0.72%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Aether Industries Ltd.,Equity,0.67%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Grasim Industries Ltd.,Equity,0.65%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Teamlease Services Ltd.,Equity,0.63%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Treasury Bill (182D),Others,0.60%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
7.6 Poonawalla Fincorp Ltd. (Erstwhile Magma Fincorp Ltd.) Jul 19 2024,Debt,0.60%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
9.95 Indostar Capital Finance Ltd. Aug  7 2025,Debt,0.60%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
7.59 Mahanagar Telephone Nigam Ltd. Jul 20 2033,Debt,0.60%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Treasury Bill (182D),Others,0.60%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
K P R Mill Ltd.,Equity,0.53%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Doms Industries Ltd.,Equity,0.51%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Zomato Ltd.,Equity,0.50%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Info Edge (India) Ltd.,Equity,0.49%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Navin Fluorine International Ltd.,Equity,0.47%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
9.15 SK Finance Ltd. (Erstwhile Ess Kay Fincorp Ltd.) Feb  2 2025,Debt,0.45%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Cholamandalam Investment & Finance Company Ltd.,Equity,0.42%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Asian Paints Ltd.,Equity,0.35%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Suryoday Small Finance Bank Ltd.,Equity,0.32%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Maruti Suzuki India Ltd.,Equity,0.31%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
7.8 Mahanagar Telephone Nigam Ltd. Nov  7 2033,Debt,0.30%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
7.26 GOI Aug 22 2032,Debt,0.30%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
7.25 Punjab National Bank Jul 29 2030,Debt,0.30%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
4.04 GOI Oct  4 2028,Debt,0.26%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
KFIN Technologies Ltd.,Equity,0.22%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Maruti Suzuki India Ltd.,Equity,0.19%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
7.4 Power Finance Corporation Ltd. May  8 2030,Debt,0.18%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
HCL Technologies Ltd.,Equity,0.18%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Schaeffler India Ltd.,Equity,0.14%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Data Patterns (India) Ltd.,Equity,0.12%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
7.92 West Bengal SDL Mar 15 2027,Debt,0.12%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
8.85 Power Finance Corporation Ltd. May 25 2029,Debt,0.06%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
8.16 Karnataka Sdl Nov 26 2025,Debt,0.03%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
Net Receivables/(Payable),Others,-4.51%,31/12/2023,Axis Equity Hybrid Fund,Aggressive Hybrid Fund
HDFC Bank Ltd.,Equity,5.84%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
ICICI Bank Ltd.,Equity,4.84%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Infosys Ltd.,Equity,4.75%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
7.77 REC Ltd. Mar 31 2028,Debt,3.72%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
7.8955 Kotak Mahindra Prime Ltd. Dec 23 2024,Debt,3.70%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
7.8 HDFC Bank Ltd. Jun  2 2025,Debt,3.70%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
7.58 National Bank For Agriculture & Rural Development (Nabard) Jul 31 2026,Debt,3.69%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
6.43 HDFC Bank Ltd. Sep 29 2025,Debt,3.62%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Reliance Industries Ltd.,Equity,3.45%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Axis Bank Ltd.,Equity,2.86%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
National Thermal Power Corporation Ltd.,Equity,2.54%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Larsen & Toubro Ltd.,Equity,2.51%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Triparty Repo,Others,2.40%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
7.9 Bajaj Finance Ltd. Nov 17 2025,Debt,2.22%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
State Bank Of India,Equity,1.74%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
ITC Ltd.,Equity,1.68%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Indusind Bank Ltd.,Equity,1.54%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Bharti Airtel Ltd.,Equity,1.53%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Maruti Suzuki India Ltd.,Equity,1.52%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Avenue Supermarts Ltd.,Equity,1.51%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Bajaj Auto Ltd.,Equity,1.31%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Sun Pharmaceuticals Ind Ltd.,Equity,1.23%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Bajaj Finance Ltd.,Equity,1.20%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Jindal Steel & Power Ltd.,Equity,1.11%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
SRF Ltd.,Equity,1.06%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Kotak Mahindra Bank Ltd.,Equity,1.03%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
HDFC Life Insurance Company Ltd.,Equity,1.01%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Tata Motors Ltd.,Equity,1.00%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Hero Motocorp Ltd.,Equity,0.98%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Greenply Industries Ltd.,Equity,0.97%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
JK Lakshmi Cement Ltd.,Equity,0.96%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
V-Mart Retail Ltd.,Equity,0.95%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Teamlease Services Ltd.,Equity,0.93%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
6.79 GOI May 15 2027,Debt,0.88%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Mahindra & Mahindra Financial Services Ltd.,Equity,0.87%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Cipla Ltd.,Equity,0.87%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Oil & Natural Gas Corporation Ltd.,Equity,0.85%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Updater Services Ltd.,Equity,0.85%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Ltimindtree Ltd.,Equity,0.84%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Bosch Ltd.,Equity,0.82%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
UNO Minda Ltd.,Equity,0.82%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
SBI Cards & Payment Services Pvt. Ltd.,Equity,0.82%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Coforge Ltd.,Equity,0.79%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Voltas Ltd.,Equity,0.78%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Affle (India) Ltd.,Equity,0.78%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Endurance Technologies Ltd.,Equity,0.77%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
IFB Industries Ltd.,Equity,0.77%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
8.24 GOI Feb 15 2027,Debt,0.77%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Yatra Online Ltd.,Equity,0.76%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
8.98 Power Finance Corporation Ltd. Oct  8 2024,Debt,0.75%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
7.7 HDFC Bank Ltd. Nov 18 2025,Debt,0.74%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Suzlon Energy Ltd.,Equity,0.74%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Crompton Greaves Consumer Electrcials Ltd.,Equity,0.72%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Siemens Ltd.,Equity,0.71%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Aurobindo Pharma Ltd.,Equity,0.71%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Biocon Ltd.,Equity,0.70%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Dr Reddys Laboratories Ltd.,Equity,0.69%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
EIH Ltd.,Equity,0.67%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
United Spirits Ltd.,Equity,0.66%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Bajaj Consumer Care Ltd.,Equity,0.65%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Amber Enterprises India Ltd.,Equity,0.63%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
PVR INOX Ltd.,Equity,0.62%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Whirlpool of India Ltd.,Equity,0.61%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Tech Mahindra Ltd.,Equity,0.57%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Bandhan Bank Ltd.,Equity,0.52%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Kaynes Technology India Pvt. Ltd.,Equity,0.48%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Hindalco Industries Ltd.,Equity,0.46%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
7.69 National Bank For Agriculture & Rural Development (Nabard) May 29 2024,Debt,0.44%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Greenpanel Industries Ltd.,Equity,0.41%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Tata Steel Ltd.,Equity,0.40%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Avanti Feeds Ltd.,Equity,0.31%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
7.17 GOI Jan  8 2028,Debt,0.30%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Cash Margin,Debt,0.30%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
7.42 Power Finance Corporation Ltd. Nov 19 2024,Debt,0.15%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Cash Margin,Debt,0.02%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Cash,Others,0.00%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Net Receivables/(Payable),Others,-0.08%,31/12/2023,Bandhan Hybrid Equity Fund,Aggressive Hybrid Fund
Union Bank Of India,Equity,4.51%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Jindal Stainless Ltd.,Equity,3.92%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Power Finance Corporation Ltd.,Equity,3.65%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
UNO Minda Ltd.,Equity,2.99%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
REC Ltd.,Equity,2.92%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
7.5 Power Grid Corporation Of India Ltd. Aug 24 2033,Debt,2.50%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Triparty Repo,Others,2.49%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Astral Ltd. (Erstwhile Astral Poly Technik Ltd.),Equity,2.30%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
7.26 GOI Feb  6 2033,Debt,2.19%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Export Import Bank Of India (364D),Others,2.15%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Kotak Mahindra Bank Ltd.,Others,2.14%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
7.18 GOI Aug 14 2033,Debt,1.95%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Indian Bank,Equity,1.94%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
JB Chemicals & Pharmaceuticals Ltd.,Equity,1.80%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Ajanta Pharma Ltd.,Equity,1.74%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Repo,Others,1.70%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Rategain Travel Technologies Ltd.,Equity,1.68%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Export Import Bank Of India,Others,1.65%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Abbott India Ltd.,Equity,1.53%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
BSE Ltd.,Equity,1.53%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
CreditAccess Grameen Ltd.,Equity,1.52%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Treasury Bill (364D),Others,1.49%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Small Industries Development Bank Of India,Others,1.45%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Oil India Ltd.,Equity,1.43%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Central Depository Services (India) Ltd.,Equity,1.42%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Procter & Gamble Hygiene & Healthcare Ltd.,Equity,1.31%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Eris Lifesciences Ltd.,Equity,1.30%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
J. K. Cement Ltd.,Equity,1.27%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Axis Bank Ltd.,Others,1.25%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,1.22%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Cyient Ltd.,Equity,1.19%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Coromandel International Ltd. (Coromandel Fertilisers Ltd.),Equity,1.17%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
7.5 National Bank For Agriculture & Rural Development (Nabard) Aug 31 2026,Debt,1.16%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
APL Apollo Tubes Ltd.,Equity,1.16%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
State Bank Of India,Others,1.14%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Jamna Auto Industries Ltd.,Equity,1.12%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
The Indian Hotels Company Ltd.,Equity,1.11%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Triveni Engineering & Industries Ltd.,Equity,1.10%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Cera Sanitaryware Ltd.,Equity,1.05%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Senco Gold Ltd.,Equity,1.03%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
R R Kabel Ltd.,Equity,1.01%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Indraprastha Gas Ltd.,Equity,1.01%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Ethos Ltd.,Equity,0.91%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Balrampur Chini Mills Ltd.,Equity,0.88%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Glaxo Smithkline Pharmaceuticals Ltd.,Equity,0.86%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Century Textiles & Industries Ltd.,Equity,0.84%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Radico Khaitan Ltd.,Equity,0.83%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
HEG Ltd.,Equity,0.83%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
Union Bank Of India,Others,0.83%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
HDFC Bank Ltd. (364D),Others,0.82%,31/12/2023,Bank of India Mid & Small Cap Equity & Debt Fund,Aggressive Hybrid Fund
